id,googleTopic,week_id,value
frozen-yogurt,/m/020b3f,2015-08,33
frozen-yogurt,/m/020b3f,2015-09,37
frozen-yogurt,/m/020b3f,2015-10,50
frozen-yogurt,/m/020b3f,2015-11,48
frozen-yogurt,/m/020b3f,2015-12,40
frozen-yogurt,/m/020b3f,2015-13,47
frozen-yogurt,/m/020b3f,2015-14,45
frozen-yogurt,/m/020b3f,2015-15,53
frozen-yogurt,/m/020b3f,2015-16,49
frozen-yogurt,/m/020b3f,2015-17,55
frozen-yogurt,/m/020b3f,2015-18,51
frozen-yogurt,/m/020b3f,2015-19,56
frozen-yogurt,/m/020b3f,2015-20,56
frozen-yogurt,/m/020b3f,2015-21,63
frozen-yogurt,/m/020b3f,2015-22,57
frozen-yogurt,/m/020b3f,2015-23,68
frozen-yogurt,/m/020b3f,2015-24,61
frozen-yogurt,/m/020b3f,2015-25,72
frozen-yogurt,/m/020b3f,2015-26,68
frozen-yogurt,/m/020b3f,2015-27,62
frozen-yogurt,/m/020b3f,2015-28,70
frozen-yogurt,/m/020b3f,2015-29,78
frozen-yogurt,/m/020b3f,2015-30,67
frozen-yogurt,/m/020b3f,2015-31,65
frozen-yogurt,/m/020b3f,2015-32,62
frozen-yogurt,/m/020b3f,2015-33,56
frozen-yogurt,/m/020b3f,2015-34,53
frozen-yogurt,/m/020b3f,2015-35,46
frozen-yogurt,/m/020b3f,2015-36,46
frozen-yogurt,/m/020b3f,2015-37,32
frozen-yogurt,/m/020b3f,2015-38,35
frozen-yogurt,/m/020b3f,2015-39,32
frozen-yogurt,/m/020b3f,2015-40,28
frozen-yogurt,/m/020b3f,2015-41,33
frozen-yogurt,/m/020b3f,2015-42,26
frozen-yogurt,/m/020b3f,2015-43,29
frozen-yogurt,/m/020b3f,2015-44,26
frozen-yogurt,/m/020b3f,2015-45,28
frozen-yogurt,/m/020b3f,2015-46,25
frozen-yogurt,/m/020b3f,2015-47,25
frozen-yogurt,/m/020b3f,2015-48,16
frozen-yogurt,/m/020b3f,2015-49,23
frozen-yogurt,/m/020b3f,2015-50,21
frozen-yogurt,/m/020b3f,2015-51,24
frozen-yogurt,/m/020b3f,2015-52,28
frozen-yogurt,/m/020b3f,2016-01,30
frozen-yogurt,/m/020b3f,2016-02,32
frozen-yogurt,/m/020b3f,2016-03,33
frozen-yogurt,/m/020b3f,2016-04,34
frozen-yogurt,/m/020b3f,2016-05,40
frozen-yogurt,/m/020b3f,2016-06,33
frozen-yogurt,/m/020b3f,2016-07,40
frozen-yogurt,/m/020b3f,2016-08,34
frozen-yogurt,/m/020b3f,2016-09,42
frozen-yogurt,/m/020b3f,2016-10,48
frozen-yogurt,/m/020b3f,2016-11,46
frozen-yogurt,/m/020b3f,2016-12,49
frozen-yogurt,/m/020b3f,2016-13,50
frozen-yogurt,/m/020b3f,2016-14,46
frozen-yogurt,/m/020b3f,2016-15,44
frozen-yogurt,/m/020b3f,2016-16,55
frozen-yogurt,/m/020b3f,2016-17,48
frozen-yogurt,/m/020b3f,2016-18,42
frozen-yogurt,/m/020b3f,2016-19,51
frozen-yogurt,/m/020b3f,2016-20,50
frozen-yogurt,/m/020b3f,2016-21,58
frozen-yogurt,/m/020b3f,2016-22,60
frozen-yogurt,/m/020b3f,2016-23,60
frozen-yogurt,/m/020b3f,2016-24,66
frozen-yogurt,/m/020b3f,2016-25,64
frozen-yogurt,/m/020b3f,2016-26,71
frozen-yogurt,/m/020b3f,2016-27,66
frozen-yogurt,/m/020b3f,2016-28,68
frozen-yogurt,/m/020b3f,2016-29,68
frozen-yogurt,/m/020b3f,2016-30,56
frozen-yogurt,/m/020b3f,2016-31,55
frozen-yogurt,/m/020b3f,2016-32,48
frozen-yogurt,/m/020b3f,2016-33,51
frozen-yogurt,/m/020b3f,2016-34,40
frozen-yogurt,/m/020b3f,2016-35,42
frozen-yogurt,/m/020b3f,2016-36,38
frozen-yogurt,/m/020b3f,2016-37,32
frozen-yogurt,/m/020b3f,2016-38,37
frozen-yogurt,/m/020b3f,2016-39,32
frozen-yogurt,/m/020b3f,2016-40,29
frozen-yogurt,/m/020b3f,2016-41,25
frozen-yogurt,/m/020b3f,2016-42,30
frozen-yogurt,/m/020b3f,2016-43,26
frozen-yogurt,/m/020b3f,2016-44,25
frozen-yogurt,/m/020b3f,2016-45,23
frozen-yogurt,/m/020b3f,2016-46,24
frozen-yogurt,/m/020b3f,2016-47,22
frozen-yogurt,/m/020b3f,2016-48,17
frozen-yogurt,/m/020b3f,2016-49,22
frozen-yogurt,/m/020b3f,2016-50,19
frozen-yogurt,/m/020b3f,2016-51,20
frozen-yogurt,/m/020b3f,2016-52,32
